"","...1","X","quad","site","num_news","num_fr","site_ID","startyear","startx","endx","ID","size0","rep0","size1","comm1","TSF","TBF","s.TSF","s.TBF","s.sq.TSF","s.logsize0","logsize1","prep1","crep1","s.T_RA","s.P_RA","s.sq.T_RA","s.sq.P_RA","s.T_RC","s.sq.T_RC","s.T_RW","s.P_RW","s.sq.P_RW","s.T_RD","s.P_RD","s.sq.P_RD","s.T_RH","s.P_RH","s.sq.T_RH","s.T_LA","s.P_LA","s.sq.T_LA","s.sq.P_LA","s.T_LC","s.sq.T_LC","s.T_LW","s.P_LW","s.sq.P_LW","s.T_LD","s.P_LD","s.sq.P_LD","s.T_LH","s.P_LH","s.sq.T_LH","log.fr"
"37",37,9721,"west-1","GSP-BI",0,0,"GSP-BI_204",2017,0,25,"204",NA,NA,0,"qs0-25",1,0,-0.284828489830594,-1.12239686911441,-0.332247869017775,NA,-2.30258509299405,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,-0.371349462145014,1.26070259729639,-0.398072510404554,1.33985461207387,0.00748245775943903,-0.208436436866788,-1.25730690268479,1.28170086210411,1.36008337773583,-1.04167159445646,1.10831554141385,1.16982236843234,-0.729867800543833,1.09872260537953,-0.742112057561932,-2.30258509299405
"38",38,9725,"west-2","GSP-BI",0,0,"GSP-BI_205",2017,50,75,"205",NA,NA,39,"qs50-75",1,0,-0.284828489830594,-1.12239686911441,-0.332247869017775,NA,3.66612246699132,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,-0.371349462145014,1.26070259729639,-0.398072510404554,1.33985461207387,0.00748245775943903,-0.208436436866788,-1.25730690268479,1.28170086210411,1.36008337773583,-1.04167159445646,1.10831554141385,1.16982236843234,-0.729867800543833,1.09872260537953,-0.742112057561932,-2.30258509299405
"39",39,9777,"west-3","GSP-BI",0,0,"GSP-BI_251",2017,100,125,"251",NA,NA,135,"oldy=22 qs 100-125",1,0,-0.284828489830594,-1.12239686911441,-0.332247869017775,NA,4.90601524496615,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,-0.371349462145014,1.26070259729639,-0.398072510404554,1.33985461207387,0.00748245775943903,-0.208436436866788,-1.25730690268479,1.28170086210411,1.36008337773583,-1.04167159445646,1.10831554141385,1.16982236843234,-0.729867800543833,1.09872260537953,-0.742112057561932,-2.30258509299405
"40",40,9818,"west-4","GSP-BI",0,0,"GSP-BI_284",2017,150,175,"284",NA,NA,62,"qs 150-175",1,0,-0.284828489830594,-1.12239686911441,-0.332247869017775,NA,4.12874598893943,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,-0.371349462145014,1.26070259729639,-0.398072510404554,1.33985461207387,0.00748245775943903,-0.208436436866788,-1.25730690268479,1.28170086210411,1.36008337773583,-1.04167159445646,1.10831554141385,1.16982236843234,-0.729867800543833,1.09872260537953,-0.742112057561932,-2.30258509299405
"41",41,9836,"west-5","GSP-BI",0,0,"GSP-BI_293",2017,200,225,"293",NA,NA,45,"qs 200-225",1,0,-0.284828489830594,-1.12239686911441,-0.332247869017775,NA,3.80888224650863,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,-0.371349462145014,1.26070259729639,-0.398072510404554,1.33985461207387,0.00748245775943903,-0.208436436866788,-1.25730690268479,1.28170086210411,1.36008337773583,-1.04167159445646,1.10831554141385,1.16982236843234,-0.729867800543833,1.09872260537953,-0.742112057561932,-2.30258509299405
"42",42,9847,"north-7","GSP-LI",0,0,"GSP-LI_209",2017,300,325,"209",NA,NA,160,"qs300-325; qns before 300",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.07579862000267,1,7,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"43",43,9878,"north-8","GSP-LI",0,0,"GSP-LI_233",2017,350,375,"233",NA,NA,256,"qs350-375",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.54556799320548,1,4,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"44",44,9880,"north-9","GSP-LI",0,0,"GSP-LI_235",2017,400,425,"235",NA,NA,273,"qs400-425 no new",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.60983802847966,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"45",45,9881,"north-10","GSP-LI",0,0,"GSP-LI_236",2017,450,475,"236",NA,NA,98,"qs 450-475",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,4.58598736657132,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"46",46,9891,"north-11","GSP-LI",0,0,"GSP-LI_244",2017,500,525,"244",NA,NA,75,"qs500-525",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,4.31882055877009,1,9,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"47",47,9903,"north-12","GSP-LI",0,0,"GSP-LI_253",2017,550,575,"253",NA,NA,264,"qs550-575 no new",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.57632781930309,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"48",48,9905,"north-13","GSP-LI",0,0,"GSP-LI_255",2017,600,625,"255",NA,NA,220,"qs600-625 no new",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.39408198853242,1,6,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"49",49,9907,"north-16","GSP-LI",0,0,"GSP-LI_257",2017,750,775,"257",NA,NA,189,"qs 750-775 no new",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.24227597566441,1,8,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"50",50,9908,"north-17","GSP-LI",0,0,"GSP-LI_258",2017,800,825,"258",NA,NA,252,"qs800-825 no new",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.52982583419387,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"51",51,9914,"north-18","GSP-LI",0,0,"GSP-LI_264",2017,850,875,"264",NA,NA,28,"qs 850-875",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,3.3357695763397,1,6,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"52",52,9927,"north-19","GSP-LI",0,0,"GSP-LI_273",2017,900,925,"273",NA,NA,372,"qs900-925",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.91916263535258,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"53",53,9959,"north-20","GSP-LI",0,0,"GSP-LI_300",2017,950,975,"300",NA,NA,336,"qs950-975",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.81740873473106,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"54",54,9980,"south-1","GSP-LI",0,0,"GSP-LI_21",2017,25,50,"21",NA,NA,45,"qs25-50. no news",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,3.80888224650863,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"55",55,10009,"south-3","GSP-LI",0,0,"GSP-LI_50",2017,75,100,"50",NA,NA,156,"qs75-100. no news",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.05049682752139,1,5,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"56",56,10052,"south-3","GSP-LI",0,0,"GSP-LI_90",2017,125,150,"90",NA,NA,135,"qs125-150",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,4.90601524496615,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"57",57,10068,"south-4","GSP-LI",0,0,"GSP-LI_104",2017,175,200,"104",NA,NA,72,"qs175-200. no news",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,4.2780540442909,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"58",58,10081,"south-5","GSP-LI",0,0,"GSP-LI_117",2017,225,250,"117",NA,NA,210,"qs225-250. no news",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.34758360785095,1,4,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"59",59,10087,"south-6","GSP-LI",0,0,"GSP-LI_123",2017,275,300,"123",NA,NA,105,"qs275-300",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,4.65491227788291,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"60",60,10111,"south-8","GSP-LI",0,0,"GSP-LI_145",2017,325,350,"145",NA,NA,14,"qs325-350. no news",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,2.64617479738412,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
"61",61,10122,"south-8","GSP-LI",0,0,"GSP-LI_156",2017,375,400,"156",NA,NA,164,"qs375-400. no news",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,5.10047599809605,0,NA,-1.3448791591903,0.617257591220818,-1.33949022687535,0.551246877532348,-0.210959358317135,-0.856940967096573,-1.97424634261167,1.03599941894826,0.804776128506526,-1.66001764834285,0.26660713026509,0.074009331720455,-0.978947866988794,0.78572131486857,-0.987199528344396,0.173720745649702,1.0570366856796,0.15338057988582,1.07949735746327,0.183565228986999,-0.030359080129772,-0.858392723483249,1.11240022558952,1.14062140487544,-0.808542566179748,0.92729880688596,0.939902329056704,-0.387027328451295,0.888288984541857,-0.410272718345993,-2.30258509299405
